,place_name,review_text,review_rating
742,Ngân Hàng Tmcp Phát Triển Tp.Hcm (Hdbank) - PGD Lê Trọng Tấn,"Mấy anh chị nhân viên ở đây dễ thương lắm ạ, tận tình và nhiệt tình với khách hàng. Không có 1 điểm nào chê vì nhân viên quá chuyên nghiệp 😊",5
743,Ngân Hàng Tmcp Phát Triển Tp.Hcm (Hdbank) - PGD Lê Trọng Tấn,"Nhân viên hỗ trợ tư vấn hướng dẫn rất nhiệt tình, rõ ràng
Nhân viên ai cũng thân thiện 😁",5
744,Ngân Hàng Tmcp Phát Triển Tp.Hcm (Hdbank) - PGD Lê Trọng Tấn,Giao dịch viên Nguyễn thị bảo sinh rất dễ thương,5
745,Ngân Hàng Tmcp Phát Triển Tp.Hcm (Hdbank) - PGD Lê Trọng Tấn,,5
746,Ngân Hàng Tmcp Phát Triển Tp.Hcm (Hdbank) - PGD Lê Trọng Tấn,,5
747,Hdbank Gò Vấp,"Nhân viên ngân hàng không thân thiện. Đến rút tiền lại không cho rút, đi chi nhánh khác lại rút bình thường. không thể hiểu nỗi.",1
748,Hdbank Gò Vấp,"Dịch vụ quá tệ, khách hàng đến không nhiều nhưng nhân viên làm việc chậm chạp, lề mề.  Chờ cả tiếng đồng hồ mới đến lượt",1
749,Hdbank Gò Vấp,Nhân viên phục vụ tốt,5
750,Hdbank Gò Vấp,Dịch vụ rất tốt,5
751,Hdbank Gò Vấp,Tìm viettinbank sao lại ra HD bank?,1
752,Ngân Hàng Tmcp Phát Triển Nhà Tp.Hcm (Hdbank) - Chợ Lớn,Minh thich Ngan Hang nay.lam viec nhanh.lai suat tot.Tet duoc tang lich dep.Qua tet cao trung thuong trung duoc nhieu qua.,5
753,Ngân Hàng Tmcp Phát Triển Nhà Tp.Hcm (Hdbank) - Chợ Lớn,Nhân viên vui vẻ,5
754,Ngân Hàng Tmcp Phát Triển Nhà Tp.Hcm (Hdbank) - Chợ Lớn,ĐƯỢC RỒI,4
755,HDBank Kinh Đô,Dịch vụ 5 sao,5
756,HDBank Kinh Đô,,5
757,HDBank Kinh Đô,,3
758,HDBank Kinh Đô,,4
759,HDBank Hà Đông,"Thật sự thiếu chuyên nghiệp, nhân viên tín dụng k có chuyên môn, vô trách nhiệm, ăn nói hách dịch, gây phiền hà, mất thời gian cho khách hàng.",1
760,HDBank Hà Đông,,1
761,HDBANK CẦU GIẤY,Nhân viên phục vụ trên cả tuyệt vời.,5
762,HDBANK CẦU GIẤY,Khá được,5
763,HDBANK CẦU GIẤY,Tốt,4
764,HDBank Từ Liêm,Phố Nhổn - Nguyên Xá- Xã Minh Khai - từ Liêm -Hà Nội,5
765,HDBank Từ Liêm,Giống,5
766,HDBank Từ Liêm,,5
767,HDBank Từ Liêm,,3
768,HDBank Từ Liêm,,2
769,HDBANK THÁI THỊNH,,3
770,HDBank,,3
771,Ngân Hàng Tmcp Phát Triển Nhà Tp.Hcm (Hdbank) - Pgd Nguyễn Thị Định,Xem lại thái độ của nhân viên bảo vệ,1
772,Ngân Hàng Tmcp Phát Triển Nhà Tp.Hcm (Hdbank) - Pgd Nguyễn Thị Định,Nhan vien lich su tu van ro rang .....,5
773,Ngân Hàng Tmcp Phát Triển Nhà Tp.Hcm (Hdbank) - Pgd Nguyễn Thị Định,,3
774,Ngân Hàng Tmcp Phát Triển Nhà Tp.Hcm (Hdbank) - Duy Tân,"cho thuê văn phòng, không gian rộng rãi",4
775,Ngân Hàng Tmcp Phát Triển Nhà Tp.Hcm (Hdbank) - Duy Tân,Có ng iu làm ở đây. Môi trường thân thiện,4
776,Ngân Hàng Tmcp Phát Triển Nhà Tp.Hcm (Hdbank) - Duy Tân,Rong rai,5
777,Ngân Hàng Tmcp Phát Triển Nhà Tp.Hcm (Hdbank) - Duy Tân,Dịch vụ tốt nhất!,5
778,Ngân Hàng Tmcp Phát Triển Nhà Tp.Hcm (Hdbank) - Duy Tân,Được rồi,5
779,Hdbank Hùng Vương,"☕🚬💖🚻🩲🗑️🛍️💒🎟️ngày hôm nay thứ sáu chú phương công dân chiyp biết ngân hàng đưa kết quả trúng thưởng, công dân chiyp gửi mười triệu ....   đồng năm, hổng có trúng thưổng sao răng OK ko🎟️💒🛍️🗑️🩲🚻💖🚬☕☕☕☕☕",5
780,Hdbank Hùng Vương,"Rộng rãi, sạch sẽ, thuận tiện giao dịch.",4
781,Hdbank Hùng Vương,"Chi nhánh HD bank, không đông khách lắm",3
782,Ngân hàng Tmcp Phát Triển Nhà TP.HCM,Nói chuyện cũng được nhưng quên trả cccd phải nhắc nên cần kt kỹ khi ra về,2
783,Ngân hàng Tmcp Phát Triển Nhà TP.HCM,"Nhỏ, gọn, nhân viên nhiệt tình, nói chung là gần nhà thì mình nên tới để tiện công việc hơn là kiếm chỗ khác",5
784,Ngân hàng Tmcp Phát Triển Nhà TP.HCM,"Nhân viên làm việc không chuyên nghiệp
Khách hàng dô từ gần 14h bây giờ là 15:47 nhưng vẫn chưa xong, trong lúc làm mà cứ chen hồ sơ này hồ sơ khác vào để làm. Chưa bao giờ đi ngân hàng nào mà giam giờ của khách hàng như vậy, rồi bắt khách chờ đợi, hỏi thì nhân viên bảo đợi xíu 1 xíu của nhân viên bên mình là tầm 1 tiếng ạ?",1
785,Ngân hàng Tmcp Phát Triển Nhà TP.HCM,Văn phòng đẹp,5
786,Ngân hàng Tmcp Phát Triển Nhà TP.HCM,Dc,5
787,HD Bank,,4
788,Hdbank Linh Đông,,5
789,HD Bank,Về thái độ phục vụ của nhân viên thì tuyệt vời . Nhưng mình đánh giá ở đây là sự cạnh tranh của HD bank với các ngân hàng mình từng mở chênh lệch rõ rệt . Bạn hãy cân nhắc trước khi mở Tk HD bank .,2
790,HD Bank,"Giao dịch nhanh, nhân viên nhiệt tình.",4
791,HD Bank,Được rồi,4
792,HD Bank,,4
793,Hdbank Lạc Long Quân,,5
794,HDBank Gia Định,"Hỗ trợ kh cũ tốt, làm việc nhanh gọn",5
795,HDBank Gia Định,"Bảo vệ làm biếng, khách vào mà ba người Bv chỉ ngồi một chỗ không hướng dẫn gửi xe như nào đến khi mình để sai chỉ thì chỉ trỏ này nọ, tệ",1
796,HDBank Gia Định,Làm việc ok,5
797,HDBank Gia Định,Văn phòng đẹp,5
798,HDBank Gia Định,,1
799,HDBank - PGD Minh Phụng,Tuyệt vời,5
800,HDBank - PGD Minh Phụng,Đánh góa khá tốt,5
801,HDBank - PGD Minh Phụng,ngân hàng,4
802,HDBank - PGD Minh Phụng,PGD đẹp,5
803,HDBank - PGD Minh Phụng,hdbank minh phụng,4
804,HDBank Hòa Bình,Tuyệt vời!,5
805,HDBank Hòa Bình,rất tốt,5
806,HDBank Hòa Bình,,5
807,HDBank Hòa Bình,,5
808,HDBank Hòa Bình,,5
809,ATM HDBank - Phòng Giao Dịch Nguyễn Sơn,"VPGD nhỏ xinh, lịch sự, nhân viên giao dịch nhiệt tình, NV bảo vệ cũng nhiệt tình, có trách nhiệm,  thực hiện sát khuẩn và giãn cách tốt trong mùa dịch",5
810,ATM HDBank - Phòng Giao Dịch Nguyễn Sơn,Nhân viên không chuyên nghiệp một giao dịch mất 40 phút . Nghiệp vụ rất tệ,1
811,ATM HDBank - Phòng Giao Dịch Nguyễn Sơn,cả khu tân phú mới kiếm đc cái atm hdbank,3
812,ATM HDBank - Phòng Giao Dịch Nguyễn Sơn,Tốt,5
813,HDBank Đà Nẵng,Thủ quỷ chi tiền rất khó chịu với khách hàng. Đếm tiền khách hàng thấy thiếu nhờ đếm lại thì nhăn nhó khó chịu.,1
814,HDBank Đà Nẵng,gọi dt tới thì không ai bắt máy,1
815,HDBank Đà Nẵng,hdbank dn,5
816,HDBank Đà Nẵng,công việc đã được thực hiện một cách nhanh chóng,4
817,HDBank Đà Nẵng,,5
818,Hdbank,Tốt.,5
819,HDBank,"Ko thích cách phục vụ ở đây, mình là khách hàng chứ ko phải đi xin sỏ gì mà chị nhân viên quầy t2 thái độ cho minh cam giac rất khó chịu. Nếu khách hàng ko biết chị nên hướng dẫn một cách nhiệt tình, đằng này giống như ns móc vậy.",1
820,HDBank,Nhiệt tình,5
821,HDBank,Tôi có dịch vụ tốt nhất tại ngân hàng HD mà người ta có thể hy vọng. Khuyến nghị cao nhất của tôi cho tất cả những người có kế hoạch mở tài khoản ngân hàng. 5 *,5
822,HDBank,,1
823,HDBank,,1
824,Ngân hàng TMCP Phát Triển TP. HCM- HDBank PGD Bà Rịa,"Chất lượng dịch vụ tốt, nhân viên thân thiện.",5
825,Ngân hàng TMCP Phát Triển TP. HCM- HDBank PGD Bà Rịa,dv ok,4
826,Ngân hàng TMCP Phát Triển TP. HCM- HDBank PGD Bà Rịa,,5
827,TPBank Quận 1,"Ngân hàng tư nhân luôn phục vụ tốt, nhanh, lịch sự, tư vấn tận tình lắm. Dịch vụ + nhân viên + vị trí = 10 điểm",5
828,TPBank Quận 1,Nghiệp vụ nhân viên kém. Tra cứu lịch sử giao dịch và thông tin khách hàng cũng không thực hiện được.,1
829,TPBank Quận 1,"TPBank chi nhánh này làm việc thấy ưng cái bụng quá đi. Nhân viên nhanh nhẹn khéo léo, chú bảo vệ thì thân thiện. Văn phòng nhìn rất đẹp và sạch sẽ",5
830,TPBank Quận 1,"TPBank chi nhánh quận 1 này đi cũng được mấy lần rồi, tư vấn thì rất có tâm, dịch vụ thì khá ok. Thích nhất là chổ rút tiền rộng rãi thoải mái nữa chứ.",5
831,TPBank Quận 1,Chất lượng dịch vụ tốt. Nhân viên hướng dẫn tận tjfnh và thao tác nhanh. Rất hài lòng về dịch vụ,5
832,TPBank Quận 2,"Trước khi tới mình đọc đánh giá trên này cũng hơi lo. Mình ghé vào sáng t7, NH rộng sạch đẹp, từ bạn bảo vệ chỗ để xe cho đến bác bảo vệ mở cửa, giao dịch viên hướng dẫn mình rất tận tình. Trải nghiệm lần đầu tới rất tốt!",5
833,TPBank Quận 2,Máy móc bị hư. Công nghệ cao nhưng cuối cùng quy trình lại quá chậm. Hẹn lấy thẻ đến 10 ngày. Giao dịch viên nói rất nhanh. Kiểu trả lời thuộc bài.,2
834,TPBank Quận 2,"quá tệ, nhân viên đếm tiền (làm việc khác) trong lúc tiếp khách. nhân viên khác thì học online xem live. chậm và rề rà. 1 sao.",1
835,TPBank Quận 2,"Địa điềm Ngân hàng rất tiện lợi để khách đến giao dịch. Nhân viên tận tình, chuyên nghiệp, xử lý hồ sơ rất nhanh, mang đến lợi nhuận và hiệu quả kinh doanh cho khách hàng. Tôi rất ấn tượng với lãnh đạo và nhân viên Phòng Khách hàng cá nhân.",5
836,TPBank Quận 2,"Dịch vụ trên cả tuyệt vời, các bạn support khách hàng rất tốt. Hợp tác đã được 6 năm với Ngân hàng 😊😊😊🏠🏠🏠.
Chúc TP bank nói riêng và CN nói chung ngày càng phát triển.",5
837,TPBank LiveBank Quận 9,Các chị ở đây rất là dễ thương và nhiệt tình luôn ấy ạ,5
838,TPBank LiveBank Quận 9,Rất tuyệt,5
839,TPBank Hồ Chí Minh,Mọi thứ đều ổn trừ ngân hàng ko có chính sách cho khách hàng lâu năm và giao dịch vàng thay đổi chính sách liên tục.,4
840,TPBank Hồ Chí Minh,Ngân hàng có dịch vụ tốt và nhân viên chuyên nghiệp.,5
841,TPBank Hồ Chí Minh,"Em mình làm thẻ ở đây, lần đó mình và em mình ra đây để hỗ trợ dịch vụ, do dịch và quên mật khẩu thẻ nên em mình k nạp tiền vào đi đến ngân hàng để cấp lại mã pin, nhân viên bên đây khi thấy tk e mình còn rất ít tiền trong tài khoản liền thở dài thay đổi 180 độ, tư vấn sơ sài k liên quan đến yêu cầu khách hàng, em mình vẫn làm theo lời của chị đó thì bị khoá luôn thẻ, em mình báo lại vs nhân viên đó thì chỉ nói 1 câu thôi em về em gọi tổng đài để mở khoá thẻ đi, về gọi tổng đài thì lại nói là do thẻ atm nên k hỗ trợ mở khoá thẻ qua tổng đài kêu ra lại ngân hàng giao dịch. Ủa là sao? Nhân viên gì tư vấn kì vậy, không biết quy trình hay sao mà kêu về gọi tổng đài kiểu như cho xong chuyện, nhân viên ngân hàng này tệ thật",1
842,TPBank Hồ Chí Minh,"Review nhầm: Dịch vụ nhanh gọn, Live Banking hiện đại, rút gửi tiền bằng nhận diện khuôn mặt và vân tay rất tiện lơi.",5
843,TPBank Hồ Chí Minh,"Ngân hàng có cây ATM rất dễ thương, hiện đại, theo phong cách Nhật Bản. Buồng ATM có trang bị máy lạnh, rất phù hợp với thời tiết nắng nóng ở Hồ Chí Minh. Nhân viên dễ thương, bảo vệ chuyên nghiệp, các bác ấy đã hướng dẫn sử dụng ATM rất tận tình và vui vẻ. Cơ sở vật chất tốt. Vào quầy không phải đợi lâu. Chuyên viên tín dụng rất chuyên nghiệp, kỹ năng chuyên môn tốt. Nhìn chung là không có gì phàn nàn ở TPBank, mọi thứ đều tốt.",5
844,Tien Phong bank Ben Thanh,"Cô nhân viên không có nổi một nụ cười. Hỏi câu nào trả lời nhát gừng câu đấy. Thái độ làm việc rất chảnh và khó chịu. Hệ thống quản lý tập trung về trung tâm. Không hài lòng.
Điểm cộng: vị trí sang chảnh, nhân viên sang chảnh",3
845,Tien Phong bank Ben Thanh,"Tôi là nhân viên của bộ phận fico4 ds2 hcm , đại diện team tôi muốn gửi đơn khiếu nại trưởng nhóm Nguyễn Ngọc Hiền đã bóc lột sức lao động . Tôi bắt đầu làm việc từ ngày 15-5 và được kí hợp đồng vào ngày 22-5 nhưng không hiểu tại sao bằng sự chậm trễ của anh ấy mà tôi mãi đến ngày 31-5 mới được làm nhân viên chính thức và tính lương vậy do đó tôi đã mất 6 ngày công . Ngày 15-6 anh Nguyễn Ngọc Hiền đã tổ chức cuộc họp nội bộ vào giờ ngoài giờ làm việc từ 18h-20h vì là 1 sinh viên và học ở xa nên tôi không thể đến được do đó tôi đã xin phép không họp và anh ấy đã bắt tôi phải họp ngay tại nơi học , tôi đã giải thích là không được vì trường không có phép sv ở lại đến tối ( thậm chí tôi còn gửi định vị và hình ảnh kẹt xe lúc tôi rời trường ) . Tôi thực sự bất khả kháng nên không đi họp . Nhưng anh Hiền đã dựa vào lý do đó nên đã đuổi việc tôi và 1 đồng nghiệp nữa ( tôi có nghe 1 câu nói của anh rất hay là chúng ta làm việc cả tuần và cả tháng chứ không phải làm việc chỉ 1 ngày ) vậy do đó tôi không nghỉ chỉ vì tôi không đi họp 1 buổi mà ảnh hưởng đến chất lượng làm việc cả tháng của tôi . Nhưng vì lý do đó anh Hiền không nói lời nào và đã đuổi tôi khỏi team . Tôi chưa từng nói là sẽ nghỉ chỉ muốn cống hiến cho công ty tháng vừa rồi tôi đã lên đc 2 ap và đang có 4 khách hàng tiềm năng vậy mà anh ấy gạt bỏ tất cả công sức cố gắng của tôi suốt 1 tháng qua ( kể cả tiền lương tháng 5,6 tôi đều không được nhận ) . Tôi xin quý công ty giúp đỡ tôi và làm gương cho các trưởng phòng khác không nên cạy quyền mà đuổi 1 nv không 1 lý do và không có 1 sự đền bù thích đáng ( còn trong thời hạn hợp đồng ) . Nếu công ty bỏ qua cho anh ấy thì sẽ không còn sự công bằng cho công ty nữa",1
846,Tien Phong bank Ben Thanh,"An toàn và tiện dụng trong quản lý và chi tiêu tài chính. Cần mở rộng liên kết thanh toán qua các mã thanh toán khác như vnpay, vinID nữa là tuyệt vời luôn",5
847,Tien Phong bank Ben Thanh,"Dịch vụ ngân hàng quá tệ. Nhân viên thì không nắm rõ quy trình, không thông báo rõ ràng với khách hàng. Thu các khoản phí mà không báo rõ ràng với khách hàng trước. Ép khách hàng vào tình thế đã rồi. Ngân hàng cần xem lại cách đào tạo nhân viên nếu còn muốn khách hàng còn tiếp tục sử dụng dịch vụ. Cần phải xem lại về quá trình chăm sóc khách hàng. Rất thất vọng khi sử dụng dịch vụ tại ngân hàng TP",1
848,Tien Phong bank Ben Thanh,"Dịch vụ tốt, nhân viên nhiệt tình và chuyên nghiệp. Rất hài lòng",5
849,TPBank Phan Đăng Lưu,Cskh tệ. Lãi phí thường niên x3 quá cao. Ko ai nhắc đóng tiền. Hủy rồi vẫn lòi thêm 7.587VND. Ối giời ôi. Hãi hãi. Xin lạy 1 lạy,1
850,TPBank Phan Đăng Lưu,"Nhân viên thân thiện, lễ phép, nhiệt tình",5
851,TPBank Phan Đăng Lưu,"Địa chỉ khá dễ tìm tới nơi là có bác bảo vệ tới hướng dẫn và dẫn xe cho mình. Văn phòng rất sạch sẻ và thoáng mát, nhân viên cũng rất chuyên nghiệp",5
852,TPBank Phan Đăng Lưu,"Rất vừa lòng với đội ngũ nhân viên tại nơi đây, vừa nhiệt tình lại vui vẻ và hài hước",5
853,TPBank Phan Đăng Lưu,"Mình thường xuyên giao dịch tại đây, các bạn hỗ trợ rất nhiệt tình và nhanh chóng. Rất hài lòng cho dịch vụ tại đây",5
854,TPBank Gia Định,"Mọi dịch vụ đều nhanh chóng, tiện lợi. Nhân viên cũng khá chu đáo và ân cần, nên cũng thoải mái.",5
855,TPBank Gia Định,"Nơi các bạn banker trẻ cống hiến sức lực, thay đổi tư duy, nâng cao nhận thức và cải thiện thu nhập. Lại thấy nhớ VP Bank Phú Xuân, có người ở lại phụ mình in hồ sơ, nhắc nhở từng con dấu tên, nợ...",4
856,TPBank Gia Định,Đẹp nha,5
857,TPBank Gia Định,Chị nhánh đẹp,5
858,TPBank Gia Định,Ngân hàng tốt,5
859,TPBank Phú Mỹ Hưng,"Nhân viên nhiệt tình, tận tâm với khách hàng, chú bảo vệ cũng rất tốt, thoải mái, có điều cái máy thiết bị in số thứ tự bị hư không in ra được, rửa tay, mọi người giữ khoảng cách, có cây ATM, có kẹo cho khách trong khi ngồi chờ, không gian tím điểm nhấn và màu trắng chủ đạo. Nên đi giờ ít đông đầu giờ chiều thì được, gọi điện tổng đài cũng vậy luôn máy bận suốt",5
860,TPBank Phú Mỹ Hưng,"Nhiệt tình, vui vẻ, rất chịu khó thông tin và nhắc nhở với khách hàng về các gói sản phẩm khi đến hạn.
Hôm nào đông là mở thêm quầy thậm chí bạn trưởng phòng ( hay trưởng chi nhánh gì đó) cũng sắn tay vào làm luôn.",5
861,TPBank Phú Mỹ Hưng,"Đi lúc 12h50 mà nhân viên đã phục vụ rồi! Nhân viên rất nhiệt tình, lịch sự và ân cần.",4
862,TPBank Phú Mỹ Hưng,"Không gian giao dịch sang trọng, đa dạng dịch vụ và chuyên nghiệp",5
863,TPBank Phú Mỹ Hưng,"Mình không hề thích màu tím. Nhưng mình thích tiện ích của TP bank, đến mở thẻ & nộp tiền chuyển tiền nhanh chóng. Nhân viên làm việc chuyên nghiệp 5-10phút cho một khách. Nhân viên bảo vệ có 2 người phải nói là thân thiện và rất nhiệt tình hỗ trợ khách. Mà ngân hàng ko có mở nhạc hay có gì để đọc và đợi tới lượt mình hơi chán khúc này.",5
864,TPBank Hùng Vương,"Chiều ngày 27/2 mình tới giao dịch tại quầy số 2 cảm thấy rất sợ nhân viên, nhân viên kì cục. Chẳng nói rõ cho mình, tới lúc mình làm sai thì khó chịu, trách mình, hôm qua vô mà tủi thân qtr. Về sau sẽ không giới thiệu ai tới tp bank, mở tk ở đây hối hận quá huhu 😢",1
865,TPBank Hùng Vương,"Sang, bảo vệ tới nhân viên vui vẻ nhiệt tình",5
866,TPBank Hùng Vương,Thao tác xử lý của giao dịch viên tại quầy chậm. Thường xuyên để quầy trống không có giao dịch viên.,2
867,TPBank Hùng Vương,Mình mới vào làm thẻ ở đây. Mới vô thấy bảo vệ khá nhiệt tình hướng dẫn. Xe được phủ yên cho đỡ nóng là thấy khá tinh tế rồi nè. Nội thất màu sắc sang trọng và nhạc nhẹ hay. Mà mình thấy số quầy thì 7 quầy mà có 3 nhân viên thôi trong khi số khách chờ là 6. K thích điểm này lắm. Còn lại thì thấy ổn.,3
868,TPBank Hùng Vương,"Hôm qua đến nhân viên nói chuyện khó ưa, không nhiệt tình, khinh khỉnh trong khi tôi chưa làm gì anh ta cả.",1
869,TPBank Bình Thạnh,"Sáng thanh toán tất toán khoản vay thế chấp hợp đồng mua bán, đợi từ 9h30-16h chiều chưa nhận đc giấy và hồ sơ liên quan.",1
870,TPBank Bình Thạnh,"Mình làm mất thẻ tín dụng có gọi báo ngưng, và khi phát thẻ bạn có nhắn mình đổi pass trong vòng 24h nếu ko sẽ vô hiệu. Mình quên ko đổi nên nghĩ thẻ k dùng đc nữa, và cũng ko làm lại coi như bỏ. Đến nay cứ gọi tự động báo dư nợ 742k, mình đến NH hỏi thì bảo là phí thường niên 288k từ tháng 5 ko đóng nên lãi tới bây giờ thành 742k. Ko 1 ai giải thích từ đầu, mình nghĩ họ nhầm lẫn nên mới xách đích tới ngân hàng hỏi rõ. Ngộ ghê phí thường niên cũng tính lãi??? Và thẻ ko kích hoạt cũng tính phí??? Thật quá vô lý",1
871,TPBank Bình Thạnh,"Tiên Phong Bank ,khách hàng đến sơm hơn tầm 10 phút ko nhận,đứng 8 giờ ,ngân hàng khách đên lúc nào có NV là nhận khách.,yêu kem",1
872,TPBank Bình Thạnh,Bà mình nói hôm nay qua đây làm sổ tiết kiệm được các chị tư vấn và hỗ trợ làm rất nhiệt tình. Nên mình thay mặt bà cho chi nhánh 5 sao để cổ vũ tinh thần nhé,5
873,TPBank Bình Thạnh,"Tôi từng vay mua xe ô tô tại chi nhánh này. Nhân viên tín dụng hỗ trợ nhiệt tình từ tư vấn đến làm hồ sơ, bộ phận hỗ trợ giải ngân chuyên nghiệp. Tôi hài lòng về cách làm việc tại đây. Chúc TPBank Bình Thạnh ngày một phát triển.",5
874,TPBank Sài Gòn,"Ngân hàng tP Banks là ngân hàng mới, chất lượng dịch vụ tốt, nạp rút tiền nhanh",5
875,TPBank Sài Gòn,Chất lượng dịch vụ tốt. Nhân viên hướng dẫn tận tình thao tác xử lý vấn đề nhanh chóng. Tôi rất thích cung cách phục vụ này,5
876,TPBank Sài Gòn,"Chất lượng phục vụ tốt, nhân viên nhiệt tình, giải đáp hết các thắc mắc của khách, giao dịch lẹ, an toàn thông tin.",5
877,TPBank Sài Gòn,"Các em tại quầy giao dịch rất vui vẻ, thân thiện và nhiệt tình. Chắc chắn tôi sẽ thường xuyên quay lại nơi này để giao dịch",5
878,TPBank Sài Gòn,"Nhân viên vô trách nhiệm, mất dạy. Giải quyết khiếu nại rất lâu. Không có nghiệp vụ. Làm việc không có biên bản ghi nhận. Quản lý cũng vô trách nhiệm luôn.",1
879,TPBank Long Biên,"Giao dịch viên tên Ngân nói chuyện ko có chủ ngữ: ""Ra đây ngồi đi ạ; Làm gì ạ? Mở ra đi, soạn tin nhắn đi ạ...."" Từ lúc vào đến lúc ra tôi ko nhận đc 1 câu chào hay cảm ơn nào cả. Mặt thì khó đăm đăm. Hôm đến lần đầu tôi nghĩ ""chắc hnay ngta khó ở"" nên ko nghĩ gì. Đến lần thứ 2 sau 1 tuần vẫn như vậy thì chẳng có lý do gì để biện minh cả. Nói chuyện như ra lệnh và như thể tôi đến xin xỏ cái gì vậy! Vote 1 sao vì ko có mốc 0 sao. Chứ dịch vụ như vậy giờ thì kém cả mấy ngân hàng quốc doanh. Ít nhất ngta cũng nói chuyện có chủ ngữ vị ngữ đàng hoàng. Còn đây thái độ cảm giác rất lồi lõm :) Với cái thái độ ấy tôi ko hiểu bạn đó còn đứng lên đi ra đứng bên cạnh khách hàng để chỉ chỏ hướng dẫn làm gì?!!! Để qua đc mắt của camera ngân hàng à? Chưa kể đến cái Livebank, đứng kết nối liên tục 15p luôn báo line bận. Chán chẳng buồn nói.",1
880,TPBank Long Biên,Cách giao tiếp của giao dịch viên kiểu thích trên phân khách hàng,1
881,TPBank Long Biên,"Đã giao dịch tại đây một lần, vị trí mặt tiền, bên trong rộng rãi thoáng mát.",4
882,TPBank Long Biên,"Nhân viên nhiệt tình, hướng dẫn từng bước một, tuyệt vời",5
883,TPBank Long Biên,bạn Vân xinh gái,5
884,TPBank Thành Đô,"Mình đến đóng tài khoản mà rõ ràng giấy tờ trừ phí xong xuôi, bảo mình hôm sau sẽ đóng mà đến giờ gần 1 tháng rồi vẫn chưa đóng cho mình, gọi tổng đài 2 lần đều vâng dạ mà vẫn chưa đóng. Chịu",1
885,TPBank Thành Đô,"Đến trải nghiệm dịch vụ với TPBank Thành Đô. Các bạn giao dịch viên và chuyên viên rất nhiệt tình, thân thiện. Ngân hàng chỉnh chu từ hình thức cho đến cách thức giao tiếp với khách hàng.",5
886,TPBank Thành Đô,"Tuyệt vời. ấn tượng với nhất là dàn nhân viên mới, tuy còn non trẻ nhưng tôi thấy được sự nhiệt huyết từ họ! chúc chi nhánh làm ăn thành công!",5
887,TPBank Thành Đô,"NH gì toàn Hotgirl, chất lượng dịch vụ tốt, giao dịch an toàn. Rất hài lòng!",5
888,TPBank Thành Đô,"Dịch vụ tốt, đáp ứng các yêu cầu của khách hàng. Sẽ quan hệ lâu dài vs chi nhánh TDO",5
889,Tpbank Hai Bà Trưng,"Luôn tin tưởng dịch vụ của TPbank, các tiện ích số của TPbank rất dễ sử dụng, đặc biệt là dịch vụ Live bank. Phòng giao dịch mát mẻ, đầy đủ ánh sáng. Nhân viên giao dịch xinh xắn, đáng yêu, giọng nhẹ nhàng, nhất là khi mời khách nua bảo hiểm.",5
890,Tpbank Hai Bà Trưng,"Mình biết tới danh tiếng của TPB nhờ cổ phiếu của bank này. Công ty đầu tư vào công nghệ rất tốt, nhưng khi mình đăng ký tk online thì lại báo lỗi, yêu cầu phải ra quầy. Khi ra tới quầy lúc hơn 5h chút để hỏi về lỗi này thì các bạn giao dịch viên ở đây thẳng thừng từ chối khách hàng dù ngta đã mất công ra tận nơi... trong khi có rất nhiều bank khác không cần. Chắc TPB đầu tư vào công nghệ nhiều nên trả lương không thoả đang cho nvien nên các bạn ấy không yêu khách hàng của công ty lắm, còn không để khách nói hết câu đã chặn, sụp đổ hình ảnh ngân hàng hiện đại, mình vốn định mở tk TPB để tiện giao dịch, nhưng dvkh như này thì không chắc lắm!",2
891,Tpbank Hai Bà Trưng,"Đông khách, sạch sẽ, đẹp, nhân viên niềm nở",5
892,Tpbank Hai Bà Trưng,"Phong cách nhẹ nhàng, chu đáo.",5
893,Tpbank Hai Bà Trưng,"Quá trình giao dịch nhanh, cơ sở vật chất sạch đẹp đáp ứng nhu cầu của tôi. Sẽ tiếp tục lựa chọn TPBank",5
894,TPBank Cầu Giấy,"Nên dẹp đi chức nắng tra soát giao dịch lỗi hay tra soát tiền rút, khi không có tác dụng gì khách hàng B2C, ngân hàng chuyển  đổi số hàng đầu thực tế  còn số hoá kém, rất kém còn nhiều lỗi.",1
895,TPBank Cầu Giấy,nhân viên nhiệt tình lúc đông có hơi chậm nhưng thông cảm được. Phòng máy lạnh có nước uống free rất mát mẻ,5
896,TPBank Cầu Giấy,Chuẩn dịch vụ Ngân hàng số 5 sao,5
897,TPBank Cầu Giấy,"Dịch vụ quá tuyệt vời
Giao dịch viên xinh đẹp tươi tắn và chu đáo
Tôi làm khoản vay ở đây được phục vụ từ a đến z",5
898,TPBank Cầu Giấy,Ăn trên đầu của cổ đông,1
899,Tp Bank,"Nhân viên nhiệt tình vui vẻ, bác bảo vệ tận tình. 5 quầy giao dịch chỉ mở 2 quầy. Muốn gửi tiết kiệm đợi gần 1 tiếng đồng hồ. Ngân hàng nên cải thiện vấn đề này",1
900,Tp Bank,Ngân hàng chà bá mà có mỗi một quầy làm việc.,3
901,Tp Bank,"Có bác bảo vệ dắt xe nhiệt tình, giao dịch viên làm việc chuyên nghiệp nhanh chóng. Vệ sinh sạch sẽ phòng chống dịch tốt. Ngàn like!",5
902,Tp Bank,"Dịch vụ làm ăn ngon lành. Nhân viên nhiệt tình, mấy chị nhân viên vui vẻ dễ thương. Mình rất hài lòng.",5
